09:46:03.607 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:03.675 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:03.741 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:03.793 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:03.859 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:03.919 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:03.976 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:04.041 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:04.092 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:04.157 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:04.208 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:04.260 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:04.315 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:04.374 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:04.440 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:04.508 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:04.576 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:04.627 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:04.677 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:04.728 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:04.789 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:04.841 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:04.892 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:04.945 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:04.997 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:05.050 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:05.109 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:05.159 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:05.212 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:05.261 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:05.317 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:05.377 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:05.443 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:05.499 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:05.562 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:05.625 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:05.677 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:05.760 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:05.820 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:05.881 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:05.933 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:05.995 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:06.057 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:06.109 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:06.159 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:06.210 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:06.261 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:06.318 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:06.377 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:06.427 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:06.491 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:06.542 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:06.593 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:06.644 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:06.694 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:06.744 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:06.814 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:06.875 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:06.930 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:06.992 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:07.043 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:07.134 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:07.194 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:07.245 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:07.299 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:07.358 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:07.413 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:07.472 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:07.526 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:07.589 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:07.645 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:07.703 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:07.758 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:07.810 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:07.868 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:07.928 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:07.992 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:08.047 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:08.115 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:08.173 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:08.231 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:08.288 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:08.342 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:08.396 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
09:46:08.461 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 05 1c 00 40 59
09:46:08.514 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 45 1c 00 40 19
09:46:08.576 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc 85 1c 00 40 d9
09:46:08.633 [UAVCommandSender] INFO     mavlink.uav_commads.commands.payload_commands Sent raw Viewpro frame (8 bytes): 55 aa dc c5 1c 00 40 99
